This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
4447.230000     2090.417187     37.041845     7249.341075     222.251811     9339.758262
4628.940000     2124.872567     38.782715     7045.925607     224.827773     9170.798175
4746.350000     2147.915276     39.980106     6913.706115     226.578521     9061.621391
4999.950000     2199.937164     42.783959     6625.850860     230.616395     8825.788025
5048.290000     2210.223313     43.355248     6570.608289     231.429163     8780.831603
5619.590000     2341.996901     51.194250     5907.426268     242.286873     8249.423169
6008.110000     2444.228813     57.988242     5443.667511     251.325398     7887.896324
7100.820000     2811.857480     88.600398     4058.269503     289.275491     6870.126984
7619.830000     3051.141885     115.136066     3334.792389     319.942055     6385.934274
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000088, a0 = 14.450291MeV, a1 = -1.067647, a2 = -0.000362(MeV)^-1



Tritons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     2590.178059     43.030454     7891.886371     238.216372     10482.064430
475.100000     2689.895781     47.992791     7360.772033     245.464672     10050.667814
970.060000     2805.095814     54.251135     6796.111570     254.279316     9601.207384
1310.540000     2892.274659     59.389582     6399.714443     261.291039     9291.989102
1394.200000     2914.817072     60.777840     6301.186854     263.155003     9216.003926
1660.460000     2989.819633     65.581387     5984.329035     269.515417     8974.148668
1732.600000     3011.051347     66.994311     5897.563122     271.361789     8908.614469
1904.180000     3063.240407     70.570949     5689.492940     275.990151     8752.733347
1932.660000     3072.143979     71.196157     5654.713335     276.792832     8726.857313
1942.480000     3075.230424     71.413927     5642.704618     277.071989     8717.935042
2088.860000     3122.271036     74.800296     5462.657679     281.385457     8584.928715
2203.420000     3160.502235     77.647860     5320.321605     284.974686     8480.823839
2295.100000     3192.051804     80.064283     5205.451224     287.995137     8397.503029
2336.470000     3206.578920     81.197645     5153.323724     289.404181     8359.902645
2358.190000     3214.280382     81.803869     5125.880757     290.155929     8340.161139
2399.020000     3228.899402     82.964974     5074.149791     291.592073     8303.049193
2472.460000     3255.671804     85.127044     4980.620947     294.253766     8236.292751
2583.750000     3297.465322     88.596769     4837.655245     298.492877     8135.120567
2584.600000     3297.790413     88.624219     4836.557382     298.526261     8134.347794
2611.720000     3308.210874     89.507950     4801.480502     299.599789     8109.691376
2627.150000     3314.181688     90.017684     4781.480992     300.217912     8095.662680
2684.120000     3336.496661     91.944704     4707.367557     302.547677     8043.864217
2720.710000     3351.057962     93.221086     4659.535816     304.084869     8010.593778
2728.340000     3354.117455     93.491193     4649.538344     304.409574     8003.655799
2792.630000     3380.220236     95.823219     4564.973745     307.204583     7945.193981
2840.490000     3400.037858     97.627172     4501.631571     309.356639     7901.669430
2857.100000     3406.994806     98.267407     4479.568586     310.118379     7886.563392
2924.200000     3435.526775     100.931670     4390.008609     313.277159     7825.535384
2932.740000     3439.208355     101.280018     4378.559404     313.688871     7817.767759
3001.610000     3469.326833     104.169826     4285.796062     317.093212     7755.122896
3015.720000     3475.593680     104.780202     4266.693807     317.809788     7742.287488
3019.300000     3477.189021     104.936090     4261.841812     317.992664     7739.030834
3042.000000     3487.355252     105.934335     4231.025427     319.162435     7718.380679
3065.540000     3497.990980     106.987729     4198.974622     320.394439     7696.965601
3092.100000     3510.107289     108.199164     4162.694882     321.808302     7672.802171
3198.580000     3559.967242     113.315388     4015.952284     327.745783     7575.919526
3259.780000     3589.602765     116.459497     3930.624933     331.369023     7520.227698
3277.100000     3598.125799     117.378418     3906.339654     332.424491     7504.465453
3323.100000     3621.063109     119.884756     3841.537166     335.295528     7462.600275
3372.700000     3646.300980     122.699809     3771.153718     338.507161     7417.454698
3454.400000     3689.073789     127.612668     3654.008783     344.080838     7343.082571
3521.200000     3725.222150     131.909540     3557.042894     348.925028     7282.265045
3547.000000     3739.481827     133.642418     3519.291578     350.870981     7258.773405
3653.700000     3800.331069     141.288889     3361.275182     359.408546     7161.606251
3739.500000     3851.612025     148.067221     3231.843083     366.914773     7083.455108
3779.500000     3876.292413     151.445089     3170.723272     370.635334     7047.015685
3790.100000     3882.919057     152.365313     3154.439599     371.646719     7037.358656
3853.100000     3923.080991     158.066744     3056.876975     377.892866     6979.957967
3942.800000     3982.702493     166.944604     2915.512175     387.554379     6898.214668
3947.000000     3985.568609     167.384478     2908.818150     388.031161     6894.386759
4051.800000     4059.418985     179.163013     2739.438387     400.735937     6798.857372
4082.000000     4081.582774     182.873973     2689.740988     404.715395     6771.323762
4132.800000     4119.829121     189.483544     2605.174498     411.777681     6725.003619
4286.300000     4243.599496     212.872912     2341.398293     436.534913     6584.997789
4332.100000     4283.230582     221.098407     2259.980562     445.164682     6543.211144
4380.600000     4326.739833     230.604037     2172.214490     455.093521     6498.954323
4467.200000     4408.815083     250.080110     2011.097823     475.303281     6419.912905
4589.700000     4536.276815     285.376682     1771.787011     511.536088     6308.063826
